"","ISO","WEO.Subject.Code","Country","Subject.Descriptor","Units","Scale","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","Estimates.Start.After"
"3202","HTI","GGSB","Haiti","General government structural balance","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3203","HTI","GGSB_NPGDP","Haiti","General government structural balance","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3204","HTI","GGXONLB","Haiti","General government primary net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,0.714,0.639,-1.281,-1.293,-1.817,-2.513,-3.322,-2.22,-0.63,-1.328,-4.021,-5.674,-7.812,-5.768,-6.362,-14.312,-24.247,-23.034,-9.902,1.627,2.865,-8.922,-22.888,"-31.137",-38.298,-40.114,-49.11,2022
"3205","HTI","GGXONLB_NGDP","Haiti","General government primary net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,0.767,0.588,-1.073,-0.967,-1.204,-1.532,-1.701,-0.927,-0.225,-0.426,-1.129,-1.414,-1.656,-1.207,-1.214,-2.511,-3.773,-3.41,-1.375,0.193,0.29,-0.829,-1.84,"-2.148",-2.254,-1.85,-1.562,2022
"3206","HTI","GGXWDN","Haiti","General government net debt","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3207","HTI","GGXWDN_NGDP","Haiti","General government net debt","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3208","HTI","GGXWDG","Haiti","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,24.416,26.067,28.816,43.389,43.385,52.418,73.8,72.944,83.205,100.226,107.527,131.394,86.188,111.003,111.856,129.898,156.684,140.535,156.59,182.013,186.932,231.863,316.367,"319.239",434.952,542.273,637.667,2022
"3209","HTI","GGXWDG_NGDP","Haiti","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,26.234,24.012,24.146,32.455,28.754,31.951,37.794,30.449,29.709,32.163,30.192,32.747,18.268,23.22,21.342,22.789,24.38,20.802,21.741,21.553,18.941,21.54,25.431,"22.018",25.597,25.01,20.287,2022
"3210","HTI","NGDP_FY","Haiti","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",8.528,"9.193",8.976,13.574,45.088,70.187,80.386,93.067,108.561,119.344,133.692,150.885,164.056,195.267,239.564,280.064,311.615,356.149,401.234,471.796,478.044,524.124,569.992,642.674,675.572,720.255,844.479,986.919,NA,NA,"1,449.89",NA,NA,NA,2022
"3211","HTI","BCA","Haiti","Current account balance","U.S. dollars","Billions",-0.05,"-0.104",-0.075,-0.062,-0.016,-0.039,-0.04,-0.012,0.016,-0.044,-0.04,-0.074,-0.03,-0.044,-0.056,0.031,-0.069,-0.085,-0.205,-0.122,-0.102,-0.327,-0.449,-0.561,-1.098,-0.758,-0.246,-0.325,-0.474,-0.169,"0.158",0.098,-0.481,-0.208,2021
"3212","HTI","BCA_NGDPD","Haiti","Current account balance","Percent of GDP","",-2.918,"-6.816",-8.218,-5.627,-0.524,-0.807,-0.8,-0.205,0.243,-0.611,-0.585,-1.171,-0.492,-0.914,-0.931,0.425,-0.919,-0.897,-1.953,-1.053,-0.859,-2.512,-3.277,-3.763,-7.251,-5.109,-1.757,-2.161,-2.881,-1.141,"1.091",0.467,-2.343,-0.782,2021
"3213","HND","NGDP_R","Honduras","Gross domestic product, constant prices","National currency","Billions",78.064,"75.472",80.056,85.257,85.437,90.725,92.423,96.672,100.143,99.406,106.654,109.559,113.672,118.841,126.247,133.886,142.678,151.508,157.919,154.079,159.828,165.958,172.81,177.634,183.067,190.096,197.497,207.061,215.023,220.728,"200.94",226.126,235.171,243.857,2021
"3214","HND","NGDP_RPCH","Honduras","Gross domestic product, constant prices","Percent change","",2.792,"-3.319",6.074,6.496,0.212,6.189,1.871,4.598,3.59,-0.736,7.291,2.723,3.754,4.547,6.232,6.051,6.567,6.188,4.232,-2.432,3.731,3.836,4.129,2.792,3.058,3.84,3.893,4.843,3.845,2.653,"-8.965",12.534,4,3.693,2021
"3215","HND","NGDP","Honduras","Gross domestic product, current prices","National currency","Billions",20.243,"24.716",27.18,32.103,39.036,51.282,61.746,75.443,86.2,92.048,106.654,118.416,129.167,142.818,161.508,183.747,206.288,233.567,262.417,275.632,299.286,335.028,361.349,376.539,414.634,460.405,495.922,543.403,575.285,614.918,"585.734",684.204,776.577,861.112,2021
"3216","HND","NGDPD","Honduras","Gross domestic product, current prices","U.S. dollars","Billions",4.923,"4.649",4.944,4.961,4.642,5.415,5.217,5.736,6.366,6.417,7.187,7.651,7.858,8.23,8.869,9.757,10.917,12.361,13.882,14.587,15.839,17.71,18.529,18.5,19.757,20.98,21.718,23.136,24.068,25.091,"23.662",28.291,31.521,34.338,2021
"3217","HND","PPPGDP","Honduras","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",10.158,"10.153",11.015,12.008,12.291,13.325,13.823,14.708,15.407,15.51,17.017,17.875,18.835,20.08,21.904,23.958,26.319,28.703,30.491,29.94,31.431,33.314,34.844,36.446,39.876,43.955,47.719,52.444,55.77,58.276,"53.744",63.197,70.33,75.715,2021
"3218","HND","NGDP_D","Honduras","Gross domestic product, deflator","Index","",25.932,"32.748",33.951,37.655,45.69,56.525,66.808,78.04,86.077,92.598,100,108.084,113.631,120.176,127.93,137.242,144.583,154.162,166.171,178.89,187.255,201.875,209.101,211.974,226.493,242.196,251.104,262.436,267.546,278.587,"291.497",302.577,330.218,353.122,2021
"3219","HND","NGDPRPC","Honduras","Gross domestic product per capita, constant prices","National currency","Units",NA,"14,802.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,211.22",NA,NA,NA,2021
"3220","HND","NGDPRPPPPC","Honduras","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"3,749.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,119.06",NA,NA,NA,2021
"3221","HND","NGDPPC","Honduras","Gross domestic product per capita, current prices","National currency","Units",NA,"4,847.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58,915.11",NA,NA,NA,2021
"3222","HND","NGDPDPC","Honduras","Gross domestic product per capita, current prices","U.S. dollars","Units",993.487,"911.761",942.61,919.585,836.608,948.437,888.006,948.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,380.03",NA,NA,NA,2021
"3223","HND","PPPPC","Honduras","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"1,991.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,405.80",NA,NA,NA,2021
"3224","HND","NGAP_NPGDP","Honduras","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3225","HND","PPPSH","Honduras","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.037,"0.035",0.033,0.035,0.034,0.034,0.034,0.034,0.034,0.033,0.034,0.034,0.034,0.034,0.035,0.035,0.035,0.036,0.036,0.035,0.035,0.035,0.035,0.034,0.036,0.039,0.041,0.043,0.043,0.043,"0.04",0.043,0.043,0.043,2021
"3226","HND","PPPEX","Honduras","Implied PPP conversion rate","National currency per current international dollar","",1.993,"2.434",2.468,2.673,3.176,3.849,4.467,5.129,5.595,5.935,6.267,6.625,6.858,7.113,7.373,7.67,7.838,8.137,8.606,9.206,9.522,10.057,10.37,10.332,10.398,10.474,10.393,10.362,10.315,10.552,"10.899",10.826,11.042,11.373,2021
"3227","HND","NID_NGDP","Honduras","Total investment","Percent of GDP","",21.241,"22.589",24.525,32.189,35.704,27.905,26.98,27.572,26.622,32.647,28.288,26.001,24.258,25.281,29.666,27.623,28.342,33.665,36.066,20.599,21.88,26,24.564,21.76,22.184,25.118,23.377,24.821,26.572,22.731,"18.835",23.995,23.541,24.501,2021
"3228","HND","NGSD_NGDP","Honduras","Gross national savings","Percent of GDP","",12.599,"13.038",13.51,17.468,21.165,24.64,23.264,24.612,24.608,28.887,21.216,19.745,20.675,18.564,22.017,24.648,24.642,24.635,20.723,16.784,16.803,18.046,16.033,12.233,15.239,20.447,20.234,23.575,20,20.129,"21.697",18.738,20.115,20.263,2021
"3229","HND","PCPI","Honduras","Inflation, average consumer prices","Index","",19.858,"26.6",28.925,32.042,39.017,50.5,62.542,75.175,85.45,95.417,105.958,116.209,125.146,134.75,145.683,158.517,167.358,178.967,199.375,210.333,220.217,235.108,247.377,260.206,276.033,284.75,292.508,304.017,317.236,331.083,"342.567",357.917,390.45,417.532,2021
"3230","HND","PCPIPCH","Honduras","Inflation, average consumer prices","Percent change","",23.323,"33.949",8.741,10.775,21.769,29.432,23.845,20.2,13.668,11.664,11.047,9.675,7.691,7.674,8.114,8.809,5.578,6.936,11.403,5.496,4.699,6.762,5.218,5.186,6.082,3.158,2.725,3.934,4.348,4.365,"3.468",4.481,9.09,6.936,2021
"3231","HND","PCPIE","Honduras","Inflation, end of period consumer prices","Index","",23.1,"28",29.8,33.7,43.5,55.1,69.1,77.9,90.1,100,110.1,119.8,129.5,138.3,151,162.7,171.3,186.5,206.7,212.8,226.6,239.3,252.313,264.719,280.126,286.728,296.233,310.239,323.345,336.551,"350.057",368.665,404.781,430.656,2021
"3232","HND","PCPIEPCH","Honduras","Inflation, end of period consumer prices","Percent change","",36.421,"21.212",6.429,13.087,29.08,26.667,25.408,12.735,15.661,10.988,10.1,8.81,8.097,6.795,9.183,7.748,5.286,8.873,10.831,2.951,6.485,5.605,5.438,4.917,5.82,2.357,3.315,4.728,4.224,4.084,"4.013",5.316,9.796,6.392,2021
"3233","HND","TM_RPCH","Honduras","Volume of imports of goods and services","Percent change","",-2.846,"6",7.475,7.072,-2.735,8.608,2.291,-1.394,7.542,4.417,3.499,8.487,1.906,0.646,5.593,5.695,5.655,14.038,2.09,-20.98,9.211,10.947,1.229,-0.766,4.736,17.62,1.31,3.141,2.975,-1.124,"-9.049",22.816,1.259,7.905,2021
"3234","HND","TMG_RPCH","Honduras","Volume of Imports of goods","Percent change","",-3.585,"0.76",8.533,17.908,13.329,2.2,12.386,19.9,22.1,4.4,0.8,8.487,1.906,0.646,5.593,5.695,5.655,14.038,2.09,-20.98,9.211,10.947,1.229,-0.766,4.736,17.62,1.31,3.141,2.975,-1.124,"-9.049",22.816,1.259,7.905,2021
"3235","HND","TX_RPCH","Honduras","Volume of exports of goods and services","Percent change","",0.491,"-2.016",7.98,-1.097,-20.257,28.355,7.994,0.996,1.196,-9.632,7.006,10.182,4.05,11.648,10.632,-0.432,1.122,3.946,-1.003,-19.181,19.525,8.514,10.901,1.065,2.384,3.613,0.766,4.855,0.234,4.176,"-14.589",21.66,5.014,3.461,2021
"3236","HND","TXG_RPCH","Honduras","Volume of exports of goods","Percent change","",-3.259,"-4.967",1.99,23.131,8.861,8.3,16.3,2.8,7.893,-15.165,20.3,10.182,4.05,11.648,10.632,-0.434,1.122,3.946,-1.003,-19.181,19.525,8.514,10.901,1.065,2.384,3.613,0.766,4.855,0.234,4.176,"-14.589",21.66,5.014,3.461,2021
"3237","HND","LUR","Honduras","Unemployment rate","Percent of total labor force","",4.267,"4.58",3.06,3.157,3.202,3.24,4.37,3.32,4.02,3.85,3.918,4,4.02,5.3,5.99,4.909,3.575,3.211,3.156,3.292,4.119,4.474,3.754,4.096,5.488,6.147,6.727,5.528,5.648,5.386,"10.912",8.569,8.9,8.082,2021
"3238","HND","LE","Honduras","Employment","Persons","Millions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3239","HND","LP","Honduras","Population","Persons","Millions",4.955,"5.099",5.245,5.394,5.549,5.709,5.875,6.046,6.22,6.397,6.575,6.752,6.929,7.106,7.283,7.459,7.634,7.809,7.981,8.151,8.317,8.481,8.641,8.799,8.956,9.113,9.273,9.436,9.602,9.77,"9.942",10.117,10.294,10.475,2021
"3240","HND","GGR","Honduras","General government revenue","National currency","Billions",2.954,"4.153",5.181,5.994,7.126,8.702,11.604,14.691,19.233,22.738,25.178,25.989,28.15,30.489,37.257,43.322,47.525,56.512,68.602,64.737,69.111,76.953,82.651,89.789,102.584,116.21,133.826,143.731,151.607,158.727,"136.779",172.999,195.016,NA,2021
"3241","HND","GGR_NGDP","Honduras","General government revenue","Percent of GDP","",17.232,"18.62",20.155,19.323,18.057,16.968,18.793,19.473,22.312,24.702,23.607,21.947,21.793,21.348,23.069,23.577,23.038,24.195,26.142,23.487,23.092,22.969,22.873,23.846,24.741,25.241,26.985,26.45,26.353,25.813,"23.352",25.285,25.112,NA,2021
"3242","HND","GGX","Honduras","General government total expenditure","National currency","Billions",3.322,"4.634",5.564,7.61,7.509,8.827,11.525,14.631,16.739,21.466,23.569,29.682,34.628,37.763,41.255,43.382,50.321,57.104,69.302,78.146,79.201,86.812,95.237,111.364,114.596,119.806,135.796,145.947,150.472,158.184,"164.046",194.475,189.86,NA,2021
"3243","HND","GGX_NGDP","Honduras","General government total expenditure","Percent of GDP","",19.383,"20.776",21.645,24.531,19.029,17.213,18.666,19.393,19.419,23.321,22.099,25.066,26.809,26.441,25.544,23.61,24.394,24.449,26.409,28.352,26.463,25.912,26.356,29.576,27.638,26.022,27.383,26.858,26.156,25.724,"28.007",28.424,24.448,NA,2021
"3244","HND","GGXCNL","Honduras","General government net lending/borrowing","National currency","Billions",-0.369,"-0.481",-0.383,-1.616,-0.384,-0.125,0.078,0.06,2.494,1.271,1.608,-3.693,-6.478,-7.274,-3.998,-0.06,-2.796,-0.593,-0.7,-13.409,-10.09,-9.859,-12.586,-21.575,-12.012,-3.596,-1.971,-2.216,1.135,0.544,"-27.267",-21.476,5.156,NA,2021
"3245","HND","GGXCNL_NGDP","Honduras","General government net lending/borrowing","Percent of GDP","",-2.151,"-2.156",-1.49,-5.209,-0.972,-0.244,0.127,0.08,2.893,1.381,1.508,-3.119,-5.015,-5.093,-2.475,-0.033,-1.355,-0.254,-0.267,-4.865,-3.371,-2.943,-3.483,-5.73,-2.897,-0.781,-0.397,-0.408,0.197,0.088,"-4.655",-3.139,0.664,NA,2021
"3246","HND","GGSB","Honduras","General government structural balance","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3247","HND","GGSB_NPGDP","Honduras","General government structural balance","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3248","HND","GGXONLB","Honduras","General government primary net lending/borrowing","National currency","Billions",0.087,"0.447",0.707,-0.464,0.634,1.122,1.553,1.934,4.558,3.483,3.698,-1.817,-6.396,-7.017,-4.227,-0.589,-3.818,-2.204,-3.459,-15.888,-12.159,-10.708,-12.994,-20.958,-10.907,0.092,1.088,1.113,4.623,5.15,"-22.02",-14.492,10.11,NA,2021
"3249","HND","GGXONLB_NGDP","Honduras","General government primary net lending/borrowing","Percent of GDP","",0.505,"2.005",2.749,-1.496,1.606,2.187,2.515,2.563,5.288,3.784,3.467,-1.534,-4.952,-4.913,-2.617,-0.32,-1.851,-0.943,-1.318,-5.764,-4.063,-3.196,-3.596,-5.566,-2.63,0.02,0.219,0.205,0.804,0.837,"-3.759",-2.118,1.302,NA,2021
"3250","HND","GGXWDN","Honduras","General government net debt","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3251","HND","GGXWDN_NGDP","Honduras","General government net debt","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3252","HND","GGXWDG","Honduras","General government gross debt","National currency","Billions",40.547,"30.205",31.667,34.663,33.739,33.527,39.914,53.445,58.117,69.734,70.133,75.096,82.987,96.769,98.367,102.174,80.869,56.107,58.581,56.427,64.936,82.575,97.38,139.781,145.242,176.424,195.505,224.347,243.964,263.963,"308.762",344.253,388.457,NA,2021
"3253","HND","GGXWDG_NGDP","Honduras","General government gross debt","Percent of GDP","",236.543,"135.415",123.197,111.737,85.497,65.378,64.643,70.841,67.421,75.758,65.758,63.417,64.248,67.757,60.906,55.606,39.202,24.022,22.323,20.472,21.697,24.647,26.949,37.122,35.029,38.319,39.423,41.285,42.408,42.927,"52.714",50.314,50.022,NA,2021
"3254","HND","NGDP_FY","Honduras","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",17.141,"22.306",25.705,31.022,39.462,51.282,61.746,75.443,86.2,92.048,106.654,118.416,129.167,142.818,161.508,183.747,206.288,233.567,262.417,275.632,299.286,335.028,361.349,376.539,414.634,460.405,495.922,543.403,575.285,614.918,"585.734",684.204,776.577,861.112,2021
"3255","HND","BCA","Honduras","Current account balance","U.S. dollars","Billions",-0.08,"-0.15",-0.22,-0.31,-0.309,-0.177,-0.194,-0.17,-0.128,-0.241,-0.508,-0.479,-0.282,-0.553,-0.678,-0.29,-0.404,-1.116,-2.13,-0.557,-0.804,-1.409,-1.581,-1.763,-1.372,-0.98,-0.683,-0.288,-1.582,-0.653,"0.677",-1.487,-1.08,-1.455,2021
"3256","HND","BCA_NGDPD","Honduras","Current account balance","Percent of GDP","",-1.633,"-3.235",-4.448,-6.249,-6.658,-3.265,-3.717,-2.96,-2.014,-3.76,-7.072,-6.256,-3.583,-6.717,-7.648,-2.975,-3.7,-9.03,-15.343,-3.816,-5.077,-7.954,-8.531,-9.527,-6.945,-4.671,-3.144,-1.246,-6.572,-2.603,"2.862",-5.256,-3.427,-4.238,2021
"3257","HKG","NGDP_R","Hong Kong SAR","Gross domestic product, constant prices","National currency","Billions",NA,"1,111.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,675.79",NA,NA,NA,2021
"3258","HKG","NGDP_RPCH","Hong Kong SAR","Gross domestic product, constant prices","Percent change","",3.831,"5.702",6.235,6.201,6.036,2.374,4.259,5.1,-5.883,2.507,7.663,0.561,1.657,3.056,8.7,7.388,7.033,6.465,2.128,-2.459,6.768,4.815,1.7,3.102,2.762,2.388,2.175,3.796,2.847,-1.672,"-6.545",6.448,-3.507,3.465,2021
"3259","HKG","NGDP","Hong Kong SAR","Gross domestic product, current prices","National currency","Billions",599.258,"691.323",807.129,931.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,675.79",NA,NA,NA,2021
"3260","HKG","NGDPD","Hong Kong SAR","Gross domestic product, current prices","U.S. dollars","Billions",76.929,"88.96",104.272,120.354,135.812,144.652,159.718,177.349,168.858,165.734,171.643,169.381,166.336,161.37,169.085,181.556,193.515,211.583,219.279,214.048,228.639,248.514,262.629,275.697,291.46,309.386,320.86,341.271,361.731,363.075,"344.941",368.924,360.983,382.854,2021
"3261","HKG","PPPGDP","Hong Kong SAR","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",104.107,"113.765",123.612,134.389,145.545,152.124,161.506,172.669,164.341,170.834,188.093,193.409,199.678,209.842,234.222,259.414,286.225,312.965,325.753,319.779,345.525,369.685,373.483,385.448,396.044,411.294,419.838,442.425,465.96,466.385,"441.55",491.133,507.109,544.735,2021
"3262","HKG","NGDP_D","Hong Kong SAR","Gross domestic product, deflator","Index","",57.003,"62.213",68.371,74.26,78.954,82.223,87.06,92.075,93.198,89.381,86.348,84.816,81.93,77.008,74.243,74.132,73.735,76.049,77.023,76.734,76.942,79.941,82.774,84.275,86.677,89.835,91.307,93.937,97.375,99.366,"100",100.682,102.859,105.122,2021
"3263","HKG","NGDPRPC","Hong Kong SAR","Gross domestic product per capita, constant prices","National currency","Units",NA,"191,086.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360,293.67",NA,NA,NA,2021
"3264","HKG","NGDPRPPPPC","Hong Kong SAR","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"29,859.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56,300.78",NA,NA,NA,2021
"3265","HKG","NGDPPC","Hong Kong SAR","Gross domestic product per capita, current prices","National currency","Units",NA,"118,880.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360,293.67",NA,NA,NA,2021
"3266","HKG","NGDPDPC","Hong Kong SAR","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"15,297.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46,446.06",NA,NA,NA,2021
"3267","HKG","PPPPC","Hong Kong SAR","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"19,563.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59,454.35",NA,NA,NA,2021
"3268","HKG","NGAP_NPGDP","Hong Kong SAR","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"3269","HKG","PPPSH","Hong Kong SAR","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.376,"0.388",0.371,0.387,0.398,0.394,0.395,0.399,0.366,0.363,0.372,0.366,0.362,0.358,0.37,0.379,0.385,0.389,0.386,0.378,0.383,0.386,0.371,0.365,0.361,0.367,0.361,0.361,0.359,0.344,"0.331",0.332,0.31,0.312,2021
"3270","HKG","PPPEX","Hong Kong SAR","Implied PPP conversion rate","National currency per current international dollar","",5.756,"6.077",6.53,6.928,7.212,7.356,7.649,7.952,7.96,7.527,7.111,6.831,6.497,5.989,5.623,5.444,5.252,5.275,5.242,5.189,5.141,5.233,5.454,5.548,5.706,5.831,5.932,6.011,6.085,6.1,"6.06",5.839,5.575,5.488,2021
"3271","HKG","NID_NGDP","Hong Kong SAR","Total investment","Percent of GDP","",27.17,"26.921",28.177,27.25,31.379,34.291,31.8,34.2,29.004,24.98,27.582,25.491,23.181,22.38,22.357,21.06,22.285,21.396,21.041,21.847,23.89,24.143,25.22,24.03,23.822,21.541,21.507,22.069,21.995,18.19,"18.982",16.776,15.001,14.551,2021
"3272","HKG","NGSD_NGDP","Hong Kong SAR","Gross national savings","Percent of GDP","",35.644,"33.646",33.266,35.217,33.532,31.36,31.509,29.45,30.006,30.659,31.978,31.626,31.073,33.166,32.306,32.941,34.978,34.417,36.023,31.731,30.892,29.701,26.798,25.549,25.214,24.859,25.462,26.65,25.731,24.042,"25.971",28.613,25.695,22.537,2021
"3273","HKG","PCPI","Hong Kong SAR","Inflation, average consumer prices","Index","",42.142,"46.858",51.35,55.867,60.792,66.283,70.475,74.575,76.683,73.642,70.9,69.758,67.633,65.883,65.642,66.242,67.567,68.942,71.908,72.325,73.983,77.908,81.067,84.583,88.325,90.967,93.158,94.55,96.825,99.617,"99.867",101.433,103.342,105.719,2021
"3274","HKG","PCPIPCH","Hong Kong SAR","Inflation, average consumer prices","Percent change","",10.318,"11.192",9.586,8.796,8.816,9.034,6.324,5.818,2.827,-3.967,-3.723,-1.61,-3.046,-2.587,-0.367,0.914,2,2.035,4.303,0.579,2.293,5.305,4.054,4.338,4.424,2.991,2.409,1.494,2.406,2.883,"0.251",1.569,1.881,2.3,2021
"3275","HKG","PCPIE","Hong Kong SAR","Inflation, end of period consumer prices","Index","",44.2,"48.5",53.2,58,63.5,68,72.5,76.2,75,72,70.5,68,66.9,65.7,65.9,66.8,68.3,70.9,72.4,73.5,75.7,80,82.9,86.5,90.7,92.8,93.9,95.5,97.9,100.7,"99.8",102.2,104.2,106.772,2021
"3276","HKG","PCPIEPCH","Hong Kong SAR","Inflation, end of period consumer prices","Percent change","",11.616,"9.729",9.691,9.023,9.483,7.087,6.618,5.103,-1.575,-4,-2.083,-3.546,-1.618,-1.794,0.304,1.366,2.246,3.807,2.116,1.519,2.993,5.68,3.625,4.343,4.855,2.315,1.185,1.704,2.513,2.86,"-0.894",2.405,1.957,2.468,2021
"3277","HKG","TM_RPCH","Hong Kong SAR","Volume of imports of goods and services","Percent change","",11.416,"17.689",20.437,11.887,12.949,12.169,4.389,6.923,-5.727,-0.511,17.092,-0.974,7.042,11.429,14.398,9.33,9.903,9.059,3.247,-8.033,18.229,5.603,4.241,8.282,1.026,-1.764,0.868,6.614,4.487,-7.245,"-6.858",15.821,-12.175,-3.859,2021
"3278","HKG","TMG_RPCH","Hong Kong SAR","Volume of Imports of goods","Percent change","",11.536,"19.133",22.306,13.031,13.671,13.801,4.313,7.262,-6.942,-0.055,20.192,-1.45,8.53,15.48,15.182,9.166,9.409,9.852,3.733,-6.954,19.88,6.663,4.575,9.919,1.475,-2.673,0.708,7.272,4.723,-8.246,"-3.184",17.162,-13.154,-5.446,2021
"3279","HKG","TX_RPCH","Hong Kong SAR","Volume of exports of goods and services","Percent change","",8.183,"14.423",17.542,12.378,9.435,9.913,5.648,4.812,-4.458,4.519,16.916,-1.051,8.563,13.105,16.106,12.168,10.175,8.241,3.52,-9.121,17.57,4.808,3.205,7.818,0.973,-1.371,0.684,5.845,3.654,-6.146,"-6.681",17.036,-12.649,-3.704,2021
